season,round,event_name,event_url,conditions,entry_number,driver,codriver,final_finish,car,final_time
2020,10,10. Rally Estonia 2020,/final/61497-rally-estonia-2020/,gravel,28,Bulacia Marco,Der Ohannesian Marcelo,14,Citroën C3 R5,7808.0
2020,10,10. Rally Estonia 2020,/final/61497-rally-estonia-2020/,gravel,23,Tidemand Pontus,Barth Patrik,15,Škoda Fabia Rally2 evo,7861.0
2020,10,10. Rally Estonia 2020,/final/61497-rally-estonia-2020/,gravel,26,Brynildsen Eyvind,Minor Ilka,16,Škoda Fabia Rally2 evo,7863.0
2020,10,10. Rally Estonia 2020,/final/61497-rally-estonia-2020/,gravel,39,Kruuda Karl,Moscatt Dale,17,Volkswagen Polo GTI R5,7897.0
2020,10,10. Rally Estonia 2020,/final/61497-rally-estonia-2020/,gravel,29,Ciamin Nicolas,Roche Yannick,18,Citroën C3 R5,7904.0
2020,10,10. Rally Estonia 2020,/final/61497-rally-estonia-2020/,gravel,22,Gryazin Nikolay,Aleksandrov Konstantin,19,Hyundai i20 R5,7923.0
2020,10,10. Rally Estonia 2020,/final/61497-rally-estonia-2020/,gravel,40,Aus Rainer,Koskinen Simo,20,Škoda Fabia R5,7936.0
2020,10,10. Rally Estonia 2020,/final/61497-rally-estonia-2020/,gravel,50,Johnston Sean,Kihurani Alexander,21,Citroën C3 R5,7944.0
2020,10,10. Rally Estonia 2020,/final/61497-rally-estonia-2020/,gravel,31,Rossel Yohan,Fulcrand Benoît,22,Citroën C3 R5,7956.0
2020,10,10. Rally Estonia 2020,/final/61497-rally-estonia-2020/,gravel,43,Koik Priit,Heldna Alari-Uku,23,Ford Fiesta R5,8036.0
2020,10,10. Rally Estonia 2020,/final/61497-rally-estonia-2020/,gravel,36,Munster Grégoire,Louka Louis,24,Hyundai i20 R5,8055.0
2020,10,10. Rally Estonia 2020,/final/61497-rally-estonia-2020/,gravel,65,Kurkela Kimmo,Hämäläinen Reeta,25,Ford Fiesta WRC,8135.0
2020,10,10. Rally Estonia 2020,/final/61497-rally-estonia-2020/,gravel,47,Solans Jan,Barreiro Mauro,26,Ford Fiesta Rally2,8163.0
2020,10,10. Rally Estonia 2020,/final/61497-rally-estonia-2020/,gravel,49,Kołtun Jarosław,Pleskot Ireneusz,27,Ford Fiesta Rally2,8465.0
2020,10,10. Rally Estonia 2020,/final/61497-rally-estonia-2020/,gravel,53,Sesks Mārtiņš,Francis Renārs,28,Ford Fiesta Rally4,8480.0
2020,10,10. Rally Estonia 2020,/final/61497-rally-estonia-2020/,gravel,55,Pajari Sami,Salminen Marko,29,Ford Fiesta Rally4,8495.0
2020,10,10. Rally Estonia 2020,/final/61497-rally-estonia-2020/,gravel,63,Virves Robert,Pruul Sander,30,Ford Fiesta Rally4,8518.0
2020,10,10. Rally Estonia 2020,/final/61497-rally-estonia-2020/,gravel,48,Shaymiev Radik,Arnautov Alexey,31,Ford Fiesta Rally2,8649.0
2020,10,10. Rally Estonia 2020,/final/61497-rally-estonia-2020/,gravel,72,Jeets Gregor,Sikk Kuldar,32,Ford Fiesta Rally4,8721.0
2020,10,10. Rally Estonia 2020,/final/61497-rally-estonia-2020/,gravel,58,Bell Ruairi,Edwards Matt,33,Ford Fiesta Rally4,8793.0
2020,10,10. Rally Estonia 2020,/final/61497-rally-estonia-2020/,gravel,38,Poom Roland,Lepikson Erik,34,Ford Fiesta Rally2,8829.0
2020,10,10. Rally Estonia 2020,/final/61497-rally-estonia-2020/,gravel,60,Pollara Marco,Messina Maurizio,35,Ford Fiesta Rally4,8904.0
2020,10,10. Rally Estonia 2020,/final/61497-rally-estonia-2020/,gravel,66,Rzhevkin Alexander,Fedorov Yaroslav,36,Škoda Fabia R5,8965.0
2020,10,10. Rally Estonia 2020,/final/61497-rally-estonia-2020/,gravel,57,Zaldivar Fabrizio,Mussano Fernando,37,Ford Fiesta Rally4,9050.0
2020,10,10. Rally Estonia 2020,/final/61497-rally-estonia-2020/,gravel,62,Oldrati Enrico,De Guio Elia,38,Ford Fiesta Rally4,9125.0
2020,10,10. Rally Estonia 2020,/final/61497-rally-estonia-2020/,gravel,32,Pietarinen Eerik,Linnaketo Antti,39,Škoda Fabia R5,9750.0
2020,10,10. Rally Estonia 2020,/final/61497-rally-estonia-2020/,gravel,71,Jurkevičius Vladas,Paliukėnas Aisvydas,40,Ford Fiesta Rally4,10168.0
2020,10,10. Rally Estonia 2020,/final/61497-rally-estonia-2020/,gravel,70,Kasari Kaspar,Viilo Jakko,41,Ford Fiesta Rally4,10190.0
2020,10,10. Rally Estonia 2020,/final/61497-rally-estonia-2020/,gravel,45,Linnamäe Georg,Korsia Volodymyr,42,Volkswagen Polo GTI R5,10781.0
2020,10,10. Rally Estonia 2020,/final/61497-rally-estonia-2020/,gravel,51,Al-Rashed Rakan,Magalhães Hugo,43,Volkswagen Polo GTI R5,13453.0
2020,10,10. Rally Estonia 2020,/final/61497-rally-estonia-2020/,gravel,56,Badiu Raul,Lazăr Gabriel,44,Ford Fiesta Rally4,13566.0
2020,11,13. Rally Turkey Marmaris 2020,/final/60436-rally-turkey-marmaris-2020/,gravel,33,Evans Elfyn,Martin Scott,1,Toyota Yaris WRC,9782.0
2020,11,13. Rally Turkey Marmaris 2020,/final/60436-rally-turkey-marmaris-2020/,gravel,11,Neuville Thierry,Gilsoul Nicolas,2,Hyundai i20 Coupe WRC,9817.0
2020,11,13. Rally Turkey Marmaris 2020,/final/60436-rally-turkey-marmaris-2020/,gravel,9,Loeb Sébastien,Elena Daniel,3,Hyundai i20 Coupe WRC,9842.0
2020,11,13. Rally Turkey Marmaris 2020,/final/60436-rally-turkey-marmaris-2020/,gravel,69,Rovanperä Kalle,Halttunen Jonne,4,Toyota Yaris WRC,9938.0
2020,11,13. Rally Turkey Marmaris 2020,/final/60436-rally-turkey-marmaris-2020/,gravel,44,Greensmith Gus,Edmondson Elliott,5,Ford Fiesta WRC,10031.0
2020,11,13. Rally Turkey Marmaris 2020,/final/60436-rally-turkey-marmaris-2020/,gravel,4,Lappi Esapekka,Ferm Janne,6,Ford Fiesta WRC,10118.0
2020,11,13. Rally Turkey Marmaris 2020,/final/60436-rally-turkey-marmaris-2020/,gravel,26,Kajetanowicz Kajetan,Szczepaniak Maciej,7,Škoda Fabia Rally2 evo,10538.0
2020,11,13. Rally Turkey Marmaris 2020,/final/60436-rally-turkey-marmaris-2020/,gravel,21,Tidemand Pontus,Barth Patrik,8,Škoda Fabia Rally2 evo,10562.0
2020,11,13. Rally Turkey Marmaris 2020,/final/60436-rally-turkey-marmaris-2020/,gravel,22,Fourmaux Adrien,Jamoul Renaud,9,Ford Fiesta Rally2,10665.0
2020,11,13. Rally Turkey Marmaris 2020,/final/60436-rally-turkey-marmaris-2020/,gravel,24,Bulacia Marco,Der Ohannesian Marcelo,10,Citroën C3 R5,10669.0
2020,11,13. Rally Turkey Marmaris 2020,/final/60436-rally-turkey-marmaris-2020/,gravel,28,Avci Yağiz,Vatansever Onur,11,Citroën C3 R5,10973.0
2020,11,13. Rally Turkey Marmaris 2020,/final/60436-rally-turkey-marmaris-2020/,gravel,31,Heller Alberto,Martí Marc,12,Ford Fiesta Rally2,11106.0
2020,11,13. Rally Turkey Marmaris 2020,/final/60436-rally-turkey-marmaris-2020/,gravel,29,Çukurova Burak,Akcay Burak,13,Škoda Fabia R5,11270.0
2020,11,13. Rally Turkey Marmaris 2020,/final/60436-rally-turkey-marmaris-2020/,gravel,32,Solans Jan,Barreiro Mauro,14,Ford Fiesta Rally2,11658.0
2020,11,13. Rally Turkey Marmaris 2020,/final/60436-rally-turkey-marmaris-2020/,gravel,25,Fernández Emilio,Garcia Ruben,15,Škoda Fabia Rally2 evo,11815.0
2020,11,13. Rally Turkey Marmaris 2020,/final/60436-rally-turkey-marmaris-2020/,gravel,36,"""Pedro""",Baldaccini Emanuele,16,Ford Fiesta Rally2,11913.0
2020,11,13. Rally Turkey Marmaris 2020,/final/60436-rally-turkey-marmaris-2020/,gravel,8,Tänak Ott,Järveoja Martin,17,Hyundai i20 Coupe WRC,14206.0
2020,11,13. Rally Turkey Marmaris 2020,/final/60436-rally-turkey-marmaris-2020/,gravel,23,Brynildsen Eyvind,Minor Ilka,18,Škoda Fabia Rally2 evo,14667.0
2020,12,17. Rally Italia Sardegna 2020,/final/60433-rally-italia-sardegna-2020/,gravel,6,Sordo Dani,del Barrio Carlos,1,Hyundai i20 Coupe WRC,9697.0
2020,12,17. Rally Italia Sardegna 2020,/final/60433-rally-italia-sardegna-2020/,gravel,11,Neuville Thierry,Gilsoul Nicolas,2,Hyundai i20 Coupe WRC,9702.0
2020,12,17. Rally Italia Sardegna 2020,/final/60433-rally-italia-sardegna-2020/,gravel,17,Ogier Sébastien,Ingrassia Julien,3,Toyota Yaris WRC,9703.0
2020,12,17. Rally Italia Sardegna 2020,/final/60433-rally-italia-sardegna-2020/,gravel,33,Evans Elfyn,Martin Scott,4,Toyota Yaris WRC,9759.0
2020,12,17. Rally Italia Sardegna 2020,/final/60433-rally-italia-sardegna-2020/,gravel,3,Suninen Teemu,Lehtinen Jarmo,5,Ford Fiesta WRC,9791.0
2020,12,17. Rally Italia Sardegna 2020,/final/60433-rally-italia-sardegna-2020/,gravel,8,Tänak Ott,Järveoja Martin,6,Hyundai i20 Coupe WRC,9845.0
2020,12,17. Rally Italia Sardegna 2020,/final/60433-rally-italia-sardegna-2020/,gravel,7,Loubet Pierre-Louis,Landais Vincent,7,Hyundai i20 Coupe WRC,9981.0
2020,12,17. Rally Italia Sardegna 2020,/final/60433-rally-italia-sardegna-2020/,gravel,30,Huttunen Jari,Lukka Mikko,8,Hyundai i20 R5,10219.0
2020,12,17. Rally Italia Sardegna 2020,/final/60433-rally-italia-sardegna-2020/,gravel,31,Kajetanowicz Kajetan,Szczepaniak Maciej,9,Škoda Fabia Rally2 evo,10300.0
2020,12,17. Rally Italia Sardegna 2020,/final/60433-rally-italia-sardegna-2020/,gravel,23,Tidemand Pontus,Barth Patrik,10,Škoda Fabia Rally2 evo,10318.0
2020,12,17. Rally Italia Sardegna 2020,/final/60433-rally-italia-sardegna-2020/,gravel,29,Bulacia Marco,Der Ohannesian Marcelo,11,Citroën C3 R5,10346.0
2020,12,17. Rally Italia Sardegna 2020,/final/60433-rally-italia-sardegna-2020/,gravel,27,Veiby Ole Christian,Andersson Jonas,12,Hyundai i20 R5,10347.0
2020,12,17. Rally Italia Sardegna 2020,/final/60433-rally-italia-sardegna-2020/,gravel,28,Brynildsen Eyvind,Minor Ilka,13,Škoda Fabia Rally2 evo,10368.0
2020,12,17. Rally Italia Sardegna 2020,/final/60433-rally-italia-sardegna-2020/,gravel,24,Østberg Mads,Eriksen Torstein,14,Citroën C3 R5,10446.0
2020,12,17. Rally Italia Sardegna 2020,/final/60433-rally-italia-sardegna-2020/,gravel,22,Prokop Martin,Jůrka Zdeněk,15,Ford Fiesta RS WRC,10462.0
2020,12,17. Rally Italia Sardegna 2020,/final/60433-rally-italia-sardegna-2020/,gravel,40,Scandola Umberto,D'Amore Guido,16,Hyundai i20 R5,10564.0
2020,12,17. Rally Italia Sardegna 2020,/final/60433-rally-italia-sardegna-2020/,gravel,38,Heller Alberto,Martí Marc,17,Ford Fiesta Rally2,10795.0
2020,12,17. Rally Italia Sardegna 2020,/final/60433-rally-italia-sardegna-2020/,gravel,32,Solberg Oliver,Johnston Aaron,18,Škoda Fabia Rally2 evo,10834.0
2020,12,17. Rally Italia Sardegna 2020,/final/60433-rally-italia-sardegna-2020/,gravel,56,Kremer Armin,Kremer Ella,19,Volkswagen Polo GTI R5,11043.0
2020,12,17. Rally Italia Sardegna 2020,/final/60433-rally-italia-sardegna-2020/,gravel,55,Trentin Mauro,De Marco Alice,20,Volkswagen Polo GTI R5,11054.0
2020,12,17. Rally Italia Sardegna 2020,/final/60433-rally-italia-sardegna-2020/,gravel,45,Battistolli Alberto,Scattolin Simone,21,Škoda Fabia Rally2 evo,11126.0
2020,12,17. Rally Italia Sardegna 2020,/final/60433-rally-italia-sardegna-2020/,gravel,49,Kristensson Tom,Sjöberg Joakim,22,Ford Fiesta Rally4,11269.0
2020,12,17. Rally Italia Sardegna 2020,/final/60433-rally-italia-sardegna-2020/,gravel,57,Hoelbling Luca,Fiorini Federico,23,Hyundai i20 R5,11409.0
2020,12,17. Rally Italia Sardegna 2020,/final/60433-rally-italia-sardegna-2020/,gravel,63,"""Piano""",Menchini Marco,24,Škoda Fabia R5,11534.0
2020,12,17. Rally Italia Sardegna 2020,/final/60433-rally-italia-sardegna-2020/,gravel,44,Greensmith Gus,Edmondson Elliott,25,Ford Fiesta WRC,11684.0
2020,12,17. Rally Italia Sardegna 2020,/final/60433-rally-italia-sardegna-2020/,gravel,60,Marrone Francesco,Fresu Francesco,26,Peugeot 208 T16,11919.0
2020,12,17. Rally Italia Sardegna 2020,/final/60433-rally-italia-sardegna-2020/,gravel,51,Zaldivar Fabrizio,Mussano Fernando,27,Ford Fiesta Rally4,11954.0
2020,12,17. Rally Italia Sardegna 2020,/final/60433-rally-italia-sardegna-2020/,gravel,61,Biolghini Pablo,Pudda Stefano,28,Škoda Fabia R5,12009.0
2020,12,17. Rally Italia Sardegna 2020,/final/60433-rally-italia-sardegna-2020/,gravel,43,Bertholdo Ulysses,Morales Gabriel,29,Škoda Fabia R5,12018.0
2020,12,17. Rally Italia Sardegna 2020,/final/60433-rally-italia-sardegna-2020/,gravel,64,Pozzo Giuseppe,Cottu Pier Paolo,30,Škoda Fabia R5,12192.0
2020,12,17. Rally Italia Sardegna 2020,/final/60433-rally-italia-sardegna-2020/,gravel,65,Arengi Bentivoglio Fabrizio,Bosi Massimiliano,31,Škoda Fabia R5,12211.0
2020,12,17. Rally Italia Sardegna 2020,/final/60433-rally-italia-sardegna-2020/,gravel,67,Morato Maurizio,Pezzoli Francesco,32,Škoda Fabia R5,12259.0
2020,12,17. Rally Italia Sardegna 2020,/final/60433-rally-italia-sardegna-2020/,gravel,59,Squarcialupi Massimo,Squarcialupi Giovanni,33,Ford Fiesta Rally2,12419.0
2020,12,17. Rally Italia Sardegna 2020,/final/60433-rally-italia-sardegna-2020/,gravel,47,Sesks Mārtiņš,Francis Renārs,34,Ford Fiesta Rally4,13065.0
2020,12,17. Rally Italia Sardegna 2020,/final/60433-rally-italia-sardegna-2020/,gravel,46,Cobbe Luciano,Turco Fabio,35,Škoda Fabia Rally2 evo,13088.0
2020,12,17. Rally Italia Sardegna 2020,/final/60433-rally-italia-sardegna-2020/,gravel,34,Ciamin Nicolas,Roche Yannick,36,Citroën C3 R5,13282.0
2020,12,17. Rally Italia Sardegna 2020,/final/60433-rally-italia-sardegna-2020/,gravel,53,Oldrati Enrico,De Guio Elia,37,Ford Fiesta Rally4,13490.0
2020,12,17. Rally Italia Sardegna 2020,/final/60433-rally-italia-sardegna-2020/,gravel,36,Fernández Emilio,Garcia Ruben,38,Škoda Fabia Rally2 evo,13602.0
2020,12,17. Rally Italia Sardegna 2020,/final/60433-rally-italia-sardegna-2020/,gravel,37,Rossel Yohan,Fulcrand Benoît,39,Citroën C3 R5,13758.0
2020,12,17. Rally Italia Sardegna 2020,/final/60433-rally-italia-sardegna-2020/,gravel,72,Toninelli William,Tomasi Cinzia,40,Renault Twingo RS R2,14131.0
2020,12,17. Rally Italia Sardegna 2020,/final/60433-rally-italia-sardegna-2020/,gravel,68,Coti Zelati Andrea,Musu Fabrizio,41,Citroën DS3 R3T,14253.0
2020,12,17. Rally Italia Sardegna 2020,/final/60433-rally-italia-sardegna-2020/,gravel,74,Biondi Sergio Emiliano,Barbaro Giovanni,42,Ford Fiesta R2,14476.0
2020,12,17. Rally Italia Sardegna 2020,/final/60433-rally-italia-sardegna-2020/,gravel,58,Romagna Simone,Addondi Luca,43,Ford Fiesta Rally2,14688.0
2020,12,17. Rally Italia Sardegna 2020,/final/60433-rally-italia-sardegna-2020/,gravel,48,Pajari Sami,Salminen Marko,44,Ford Fiesta Rally4,14763.0
2020,12,17. Rally Italia Sardegna 2020,/final/60433-rally-italia-sardegna-2020/,gravel,66,Covi Carlo,Lorigiola Michela,45,Škoda Fabia R5,15331.0
2020,12,17. Rally Italia Sardegna 2020,/final/60433-rally-italia-sardegna-2020/,gravel,73,Soria Paulo,Recalt Miguel,46,Ford Fiesta Rally4,15362.0
2020,12,17. Rally Italia Sardegna 2020,/final/60433-rally-italia-sardegna-2020/,gravel,52,Pollara Marco,Messina Maurizio,47,Ford Fiesta Rally4,15879.0
2020,12,17. Rally Italia Sardegna 2020,/final/60433-rally-italia-sardegna-2020/,gravel,70,Lambroni Omar,Taras Alessandro,48,Renault Clio R3,15958.0
2020,12,17. Rally Italia Sardegna 2020,/final/60433-rally-italia-sardegna-2020/,gravel,75,Bardin Gianni,Pascale Luca,49,Renault Clio Rally5,16835.0
2020,12,17. Rally Italia Sardegna 2020,/final/60433-rally-italia-sardegna-2020/,gravel,71,Somaschini Rachele,Zanchetta Giulia,50,Citroën DS3 R3T,17129.0
2020,17,ACI Rally Monza 2020,/final/66881-aci-rally-monza-2020/,asphalt,17,Ogier Sébastien,Ingrassia Julien,1,Toyota Yaris WRC,8151.0
2020,17,ACI Rally Monza 2020,/final/66881-aci-rally-monza-2020/,asphalt,8,Tänak Ott,Järveoja Martin,2,Hyundai i20 Coupe WRC,8164.0
2020,17,ACI Rally Monza 2020,/final/66881-aci-rally-monza-2020/,asphalt,6,Sordo Dani,del Barrio Carlos,3,Hyundai i20 Coupe WRC,8166.0
2020,17,ACI Rally Monza 2020,/final/66881-aci-rally-monza-2020/,asphalt,4,Lappi Esapekka,Ferm Janne,4,Ford Fiesta WRC,8196.0
2020,17,ACI Rally Monza 2020,/final/66881-aci-rally-monza-2020/,asphalt,69,Rovanperä Kalle,Halttunen Jonne,5,Toyota Yaris WRC,8222.0
2020,17,ACI Rally Monza 2020,/final/66881-aci-rally-monza-2020/,asphalt,34,Mikkelsen Andreas,Jæger Anders,6,Škoda Fabia Rally2 evo,8387.0
2020,17,ACI Rally Monza 2020,/final/66881-aci-rally-monza-2020/,asphalt,27,Solberg Oliver,Johnston Aaron,7,Škoda Fabia Rally2 evo,8403.0
2020,17,ACI Rally Monza 2020,/final/66881-aci-rally-monza-2020/,asphalt,25,Huttunen Jari,Lukka Mikko,8,Hyundai i20 R5,8466.0
2020,17,ACI Rally Monza 2020,/final/66881-aci-rally-monza-2020/,asphalt,21,Østberg Mads,Eriksen Torstein,9,Citroën C3 R5,8478.0
2020,17,ACI Rally Monza 2020,/final/66881-aci-rally-monza-2020/,asphalt,20,Tidemand Pontus,Barth Patrik,10,Škoda Fabia Rally2 evo,8504.0
2020,17,ACI Rally Monza 2020,/final/66881-aci-rally-monza-2020/,asphalt,28,Lindholm Emil,Korhonen Mikael,11,Škoda Fabia Rally2 evo,8505.0
2020,17,ACI Rally Monza 2020,/final/66881-aci-rally-monza-2020/,asphalt,56,Lefebvre Stéphane,Dubois Thomas,12,Citroën C3 R5,8549.0
2020,17,ACI Rally Monza 2020,/final/66881-aci-rally-monza-2020/,asphalt,23,Kopecký Jan,Hloušek Jan,13,Škoda Fabia Rally2 evo,8561.0
2020,17,ACI Rally Monza 2020,/final/66881-aci-rally-monza-2020/,asphalt,26,Kajetanowicz Kajetan,Szczepaniak Maciej,14,Škoda Fabia Rally2 evo,8605.0
2020,17,ACI Rally Monza 2020,/final/66881-aci-rally-monza-2020/,asphalt,55,Abbring Kevin,Tsjoen Pieter,15,Volkswagen Polo GTI R5,8612.0
2020,17,ACI Rally Monza 2020,/final/66881-aci-rally-monza-2020/,asphalt,24,Bulacia Marco,Der Ohannesian Marcelo,16,Citroën C3 R5,8678.0
2020,17,ACI Rally Monza 2020,/final/66881-aci-rally-monza-2020/,asphalt,36,McErlean Josh,Williams Keaton,17,Hyundai i20 R5,8695.0
2020,17,ACI Rally Monza 2020,/final/66881-aci-rally-monza-2020/,asphalt,35,De Cecco Cédric,Humblet Jérôme,18,Škoda Fabia Rally2 evo,8813.0
2020,17,ACI Rally Monza 2020,/final/66881-aci-rally-monza-2020/,asphalt,52,Perico Alessandro,Turati Mauro,19,Škoda Fabia Rally2 evo,8831.0
2020,17,ACI Rally Monza 2020,/final/66881-aci-rally-monza-2020/,asphalt,18,Katsuta Takamoto,Barritt Daniel,20,Toyota Yaris WRC,8861.0
2020,17,ACI Rally Monza 2020,/final/66881-aci-rally-monza-2020/,asphalt,78,Engel Maro,Minor Ilka,21,Škoda Fabia Rally2 evo,8868.0
2020,17,ACI Rally Monza 2020,/final/66881-aci-rally-monza-2020/,asphalt,63,Miele Mauro,Beltrame Luca,22,Škoda Fabia R5,8968.0
2020,17,ACI Rally Monza 2020,/final/66881-aci-rally-monza-2020/,asphalt,37,Ogliari Giacomo,Ciucci Giacomo,23,Citroën C3 R5,9008.0
2020,17,ACI Rally Monza 2020,/final/66881-aci-rally-monza-2020/,asphalt,57,Richelmi Stéphane,Haut-Labourdette Romain,24,Volkswagen Polo GTI R5,9032.0
2020,17,ACI Rally Monza 2020,/final/66881-aci-rally-monza-2020/,asphalt,76,Spataro Andrea,Falzone Gabriele,25,Škoda Fabia R5,9041.0
2020,17,ACI Rally Monza 2020,/final/66881-aci-rally-monza-2020/,asphalt,53,Silva Marco Giuseppe,Pina Giovanni,26,Volkswagen Polo GTI R5,9291.0
2020,17,ACI Rally Monza 2020,/final/66881-aci-rally-monza-2020/,asphalt,39,Kristensson Tom,Sjöberg Joakim,27,Ford Fiesta Rally4,9321.0
2020,17,ACI Rally Monza 2020,/final/66881-aci-rally-monza-2020/,asphalt,54,Gamba Matteo,Arena Nicola,28,Škoda Fabia Rally2 evo,9326.0
2020,17,ACI Rally Monza 2020,/final/66881-aci-rally-monza-2020/,asphalt,33,Evans Elfyn,Martin Scott,29,Toyota Yaris WRC,9363.0
2020,17,ACI Rally Monza 2020,/final/66881-aci-rally-monza-2020/,asphalt,73,Gianesini Marco,Bergonzi Marco,30,Škoda Fabia Rally2 evo,9454.0
2020,17,ACI Rally Monza 2020,/final/66881-aci-rally-monza-2020/,asphalt,86,Lorenzon Filippo,Budoia Andrea,31,Škoda Fabia Rally2 evo,9474.0
2020,17,ACI Rally Monza 2020,/final/66881-aci-rally-monza-2020/,asphalt,65,Bontempelli Lorenzo,Marchioni Gianluca,32,Škoda Fabia R5,9480.0
2020,17,ACI Rally Monza 2020,/final/66881-aci-rally-monza-2020/,asphalt,41,Zaldivar Fabrizio,Peñate Rogelio,33,Ford Fiesta Rally4,9502.0
2020,17,ACI Rally Monza 2020,/final/66881-aci-rally-monza-2020/,asphalt,42,Bell Ruairi,Garrod Darren,34,Ford Fiesta Rally4,9582.0
2020,17,ACI Rally Monza 2020,/final/66881-aci-rally-monza-2020/,asphalt,30,Rossel Yohan,Fulcrand Benoît,35,Citroën C3 R5,9652.0
2020,17,ACI Rally Monza 2020,/final/66881-aci-rally-monza-2020/,asphalt,91,Ragues Pierre,Pesenti Julien,36,Alpine A110 Rally RGT,9690.0
2020,17,ACI Rally Monza 2020,/final/66881-aci-rally-monza-2020/,asphalt,75,Moricci Paolo,Garavaldi Paolo,37,Škoda Fabia R5,9694.0
2020,17,ACI Rally Monza 2020,/final/66881-aci-rally-monza-2020/,asphalt,89,Mabellini Andrea,Lenzi Virginia,38,Abarth 124 Rally RGT,9728.0
2020,17,ACI Rally Monza 2020,/final/66881-aci-rally-monza-2020/,asphalt,32,Brazzoli Enrico,Barone Maurizio,39,Škoda Fabia R5,9778.0
2020,17,ACI Rally Monza 2020,/final/66881-aci-rally-monza-2020/,asphalt,58,Grönholm Niclas,Linnaketo Antti,40,Škoda Fabia Rally2 evo,9837.0
2020,17,ACI Rally Monza 2020,/final/66881-aci-rally-monza-2020/,asphalt,81,Locatelli Massimiliano,Maggiolino Francesco,41,Škoda Fabia R5,9837.0
2020,17,ACI Rally Monza 2020,/final/66881-aci-rally-monza-2020/,asphalt,82,Somaschini Rachele,Zanchetta Giulia,42,Citroën C3 R5,9864.0
2020,17,ACI Rally Monza 2020,/final/66881-aci-rally-monza-2020/,asphalt,71,Baffoun Philippe,Saint-Martin Nicolas,43,Škoda Fabia Rally2 evo,9914.0
2020,17,ACI Rally Monza 2020,/final/66881-aci-rally-monza-2020/,asphalt,99,Vittalini Alex,"""Ghirla""",44,Citroën DS3 R3T Max,9924.0
2020,17,ACI Rally Monza 2020,/final/66881-aci-rally-monza-2020/,asphalt,87,Serini Stefano,Bevilacqua Marco,45,Ford Fiesta R5,9925.0
2020,17,ACI Rally Monza 2020,/final/66881-aci-rally-monza-2020/,asphalt,95,Fiorenti Luca,Guzzi Giancarla,46,Renault Clio R3,10126.0
2020,17,ACI Rally Monza 2020,/final/66881-aci-rally-monza-2020/,asphalt,72,Pavlidis Nikos,Harryman Allan,47,Škoda Fabia Rally2 evo,10169.0
2020,17,ACI Rally Monza 2020,/final/66881-aci-rally-monza-2020/,asphalt,107,Loeffler Yoan,Barral Florian,48,Renault Clio Rally5,10172.0
2020,17,ACI Rally Monza 2020,/final/66881-aci-rally-monza-2020/,asphalt,22,Fourmaux Adrien,Jamoul Renaud,49,Ford Fiesta Rally2,10238.0
2020,17,ACI Rally Monza 2020,/final/66881-aci-rally-monza-2020/,asphalt,93,Sassi Alberto,Romei Gabriele,50,Porsche 997 GT3 Cup RGT,10284.0
2020,17,ACI Rally Monza 2020,/final/66881-aci-rally-monza-2020/,asphalt,106,Vona Claudio,D'Agostino Simone,51,Ford Fiesta Rally4,10331.0
2020,17,ACI Rally Monza 2020,/final/66881-aci-rally-monza-2020/,asphalt,77,Williams Tom,Ascalone Giorgia,52,Ford Fiesta R5,10359.0
2020,17,ACI Rally Monza 2020,/final/66881-aci-rally-monza-2020/,asphalt,98,Lozza Eugenio,Fiorendi Antonella,53,Renault Clio R3,10462.0
2020,17,ACI Rally Monza 2020,/final/66881-aci-rally-monza-2020/,asphalt,51,Paccagnella Marco,Bianco Beniamino,54,Škoda Fabia R5,10483.0
2020,17,ACI Rally Monza 2020,/final/66881-aci-rally-monza-2020/,asphalt,100,Nember Graziano,Maifredini Giovanni,55,Peugeot 208 R2,10552.0
2020,17,ACI Rally Monza 2020,/final/66881-aci-rally-monza-2020/,asphalt,97,Schram Dirk Jan,Moncada Antonello,56,Renault Clio R3,10573.0
2020,17,ACI Rally Monza 2020,/final/66881-aci-rally-monza-2020/,asphalt,104,Perego Giacomo,Licini Claudio,57,Peugeot 208 R2,10586.0
2020,17,ACI Rally Monza 2020,/final/66881-aci-rally-monza-2020/,asphalt,74,Pasquali Romano,Quistini Andrea,58,Škoda Fabia Rally2 evo,10790.0
2020,17,ACI Rally Monza 2020,/final/66881-aci-rally-monza-2020/,asphalt,105,Covi Carlo,Lorigiola Michela,59,Peugeot 208 Rally4,10798.0
2020,17,ACI Rally Monza 2020,/final/66881-aci-rally-monza-2020/,asphalt,70,Riccio Davide,Rocchi Silvia,60,Hyundai i20 R5,10864.0
2020,17,ACI Rally Monza 2020,/final/66881-aci-rally-monza-2020/,asphalt,66,Morbidelli Franco,Scattolin Simone,61,Hyundai i20 R5,10963.0
2020,17,ACI Rally Monza 2020,/final/66881-aci-rally-monza-2020/,asphalt,92,Nešetřil Petr,Černoch Jiří,62,Porsche 997 GT3,10974.0
2020,17,ACI Rally Monza 2020,/final/66881-aci-rally-monza-2020/,asphalt,90,Gobbin Roberto,Cervi Alessandro,63,Abarth 124 Rally RGT,10986.0
2020,17,ACI Rally Monza 2020,/final/66881-aci-rally-monza-2020/,asphalt,102,Pozzoli Giuseppe,Mometti Roberto,64,Peugeot 208 R2,10998.0
2020,17,ACI Rally Monza 2020,/final/66881-aci-rally-monza-2020/,asphalt,103,Bondioni Ilario,D'Ambrosio Sofia,65,Peugeot 208 R2,11094.0
